Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
15-FEB-2022,17119.4,17613.3,16976.8,17584.45,106831301,9998.79
16-FEB-2022,17654.85,17773.1,17488.95,17544.25,120348960,9206.38
17-FEB-2022,17607.45,17655.75,17408.9,17479.35,82504535,7593.6
18-FEB-2022,17406.2,17617.9,17384.3,17524.95,64063982,5737.35
21-FEB-2022,17420.35,17669.85,17305.75,17530.15,65151059,5727.11
22-FEB-2022,17136,17567.85,17129,17462.7,92928495,8371.16
23-FEB-2022,17586.35,17628.4,17392.4,17428.75,69108646,7010.02
24-FEB-2022,16847.75,17076.5,16448.45,16531.55,145479297,12241.23
25-FEB-2022,16836.65,17142.3,16772.9,17028.9,106902026,8853.3
28-FEB-2022,16810,16974,16645.4,16936.3,115499694,11418.29
02-MAR-2022,16573.65,16636.5,16375.7,16551.9,157541576,14151.62
03-MAR-2022,16652.8,16729.75,16277.8,16359.05,95494753,9166.25
04-MAR-2022,16188.9,16373.15,15938.15,16080.15,99531953,9264.55
07-MAR-2022,15567.8,15627.55,15220.15,15391.15,145588059,12437.55
08-MAR-2022,15239.9,15566.1,15042.45,15528.85,171371954,14781.73
09-MAR-2022,15565.4,15930.75,15428.9,15845.5,146272575,12659.8
10-MAR-2022,16467,16511.6,15990.95,16134.95,152026328,12856.9
11-MAR-2022,16055.4,16316.35,15952.45,16165.2,93452194,7857.75
14-MAR-2022,16203,16555.9,16167.7,16514.25,106737983,9144.75
15-MAR-2022,16570.7,16651.8,16225.8,16352.1,119103403,10413.68
16-MAR-2022,16596.5,16742.4,16557.35,16675.5,85327294,8040.13
17-MAR-2022,16952.05,17196.35,16939.75,17137.4,122023060,10956.74
21-MAR-2022,17224.35,17236.5,16898.6,16936.9,74397567,6814.54
22-MAR-2022,16927.15,17132.85,16686.75,17087.15,87040965,8205.68
23-MAR-2022,17207.15,17277.75,16898.8,16936.75,73341794,7740.42
24-MAR-2022,16712.95,16859.8,16628.65,16672,97811348,10206.69
25-MAR-2022,16770.5,16773.45,16531.25,16616.7,67109487,6507.04
28-MAR-2022,16657.15,16687.8,16374.9,16667.95,74388440,7079.17
29-MAR-2022,16774.45,16884.3,16676.9,16836.65,66916355,6258.41
30-MAR-2022,17017.85,17181.45,16936.55,17167.05,100495511,9392.99
31-MAR-2022,17204.7,17318.05,17115.1,17147.15,84617749,8697.21
01-APR-2022,17093.25,17501.5,17067.5,17467.15,77555738,7050.56
04-APR-2022,17853,18624.5,17813.95,18277.2,180582044,25271.91
05-APR-2022,18286.05,18298.25,17936.85,17989.3,120725332,12927.05
06-APR-2022,17820.35,17883.8,17679.2,17703.5,91018943,8973.95
07-APR-2022,17600.95,17748.8,17537.9,17577.4,105249533,11316.77
08-APR-2022,17647.65,17733.5,17482.3,17667.3,103056458,11831.03
11-APR-2022,17586.1,17702.1,17534.45,17567.8,70319076,7165.22
12-APR-2022,17473.25,17650.95,17424.6,17572.15,80025513,8480.09
13-APR-2022,17644.8,17689.25,17391.7,17419.6,72972536,7769.66
18-APR-2022,17124.35,17172.3,16931.95,17034.65,104712550,11334.65
19-APR-2022,17068.7,17100.75,16525.4,16708.9,144221656,16635.61
20-APR-2022,16775.05,16790.2,16585,16702.4,85722521,9856.37
21-APR-2022,16800.35,16994.7,16728.7,16959.95,78427023,9047.41
22-APR-2022,16789.9,16847.2,16641.15,16664.45,76648974,7787.97
25-APR-2022,16545.25,16715.95,16434.4,16639.95,91515199,8290.13
26-APR-2022,16831.5,16856.1,16720.2,16804.8,80038993,7569.77
27-APR-2022,16654.2,16681.7,16469.1,16557.7,88749318,9940.28
28-APR-2022,16637.25,16744.55,16505.05,16713.15,93659827,9688.83
29-APR-2022,16772.15,16927.3,16580.3,16636.55,123698912,12298.57
02-MAY-2022,16403.25,16700.45,16400.25,16671.95,80180988,7834.04
04-MAY-2022,16698,16732.2,16177.5,16236.95,92317300,9766.16
05-MAY-2022,16422.55,16540.75,16221.4,16261.55,70319409,7245.14
06-MAY-2022,15959.55,16008.95,15835.5,15895.35,94956033,9912.23
09-MAY-2022,15656.35,15957.95,15634.3,15844.1,84969556,8710.88
10-MAY-2022,15803.4,16067.6,15802.85,15929.9,68721903,6840.14
11-MAY-2022,16033.5,16073.7,15769.3,15974.7,79463785,7614.33
12-MAY-2022,15797,15828.95,15400.4,15487.5,92687578,9098.47
13-MAY-2022,15647.2,15674.75,15247.15,15291.7,129129289,10112.63
16-MAY-2022,15342.4,15584.65,15247.55,15492.85,71436141,6038.84
17-MAY-2022,15568.25,15835,15505.3,15810.5,69595840,6826.11
18-MAY-2022,15878.2,15981.95,15740.85,15765.9,74480101,7409.15
19-MAY-2022,15430.95,15525.5,15347.95,15397.9,76790499,7226.52
20-MAY-2022,15600.5,15827.3,15548.05,15793.6,64489626,6315.64
23-MAY-2022,15828.3,16017.3,15702.8,15759.55,72610046,6937.15
24-MAY-2022,15739.35,15932.65,15703.45,15809.85,72847255,6981.82
25-MAY-2022,15904.15,16023.1,15874.7,15918.1,65814990,6556.91
26-MAY-2022,16035.45,16285.4,15919.5,16231.3,87537384,8868.37
27-MAY-2022,16336.25,16513.7,16301.35,16476.05,70821769,7782.5
30-MAY-2022,16658.85,16721.9,16599.75,16629.2,57759039,6555.5
31-MAY-2022,16518.85,16618.85,16378.95,16475.7,118048764,13310.01
01-JUN-2022,16419.95,16579,16368.6,16502.3,61280053,5825.9
02-JUN-2022,16436.5,16468.75,16349.55,16447.4,57810753,5604.3
03-JUN-2022,16593.6,16615,16290.3,16330.4,56056374,5423.93
06-JUN-2022,16258.15,16382.45,16218.05,16324.6,56082528,5055.02
07-JUN-2022,16202.7,16225.65,16075.25,16152,50502030,4845.06
08-JUN-2022,16237.95,16345.95,16063.4,16146.8,67113071,6014.23
09-JUN-2022,16060.25,16232.3,16024.8,16209.85,49094591,4745.06
10-JUN-2022,16027.35,16053.55,15808.7,15847.3,51469936,6046.22
13-JUN-2022,15482.3,15504.4,15276.1,15356.4,68084065,6730.38
14-JUN-2022,15230.65,15438.45,15217.25,15292.15,63181162,6189.56
15-JUN-2022,15283.7,15407.65,15251.7,15333.3,54331311,5926.52
16-JUN-2022,15461.45,15515.8,14970.9,15002,66190032,6705.13
17-JUN-2022,14882.1,15136.6,14857.3,15059.3,84355341,7883.75
20-JUN-2022,15116.95,15234.4,14995.35,15203.95,64183287,5914.55
21-JUN-2022,15327.95,15588.2,15251.15,15436.35,67909388,6069.32
22-JUN-2022,15367.95,15393.6,15242.35,15271.45,48182899,4428.98
23-JUN-2022,15300.7,15498.75,15179.6,15391.65,65451102,5975.86
24-JUN-2022,15500.55,15648.45,15494.85,15595.5,55781370,5357.14
27-JUN-2022,15826.35,15826.5,15629.9,15651,51525753,5069.65
28-JUN-2022,15548.3,15611.35,15470.3,15559.05,62969898,5641.17
29-JUN-2022,15410.35,15490.05,15383.3,15409.35,63619362,5670.96
30-JUN-2022,15358.7,15563.9,15358.7,15474.4,83757452,7178.45
01-JUL-2022,15395.9,15674.9,15315.05,15620.75,70746196,5652.88
04-JUL-2022,15600.7,15786.4,15559.6,15766.5,46844016,4185.4
05-JUL-2022,15855.2,15981.5,15695.3,15729.15,86150903,6682.3
06-JUL-2022,15745.05,16009.85,15735.4,15980.25,71692833,7791.82
07-JUL-2022,16109.3,16196.8,16031.7,16179,69692452,6860.91
08-JUL-2022,16332.4,16332.4,16188.45,16260.2,63088386,6045.78
11-JUL-2022,16217.65,16403.9,16211.5,16365.6,58975064,5081.07
12-JUL-2022,16282.75,16306.4,16168.15,16200.6,47410080,4545.39
13-JUL-2022,16260.65,16291.6,16025.95,16043.85,53654256,5632.71
14-JUL-2022,16065.6,16165.9,15950.65,15998.75,53120291,5468.3
15-JUL-2022,16035.8,16128.8,15976.1,16112.75,42747486,4309.95
18-JUL-2022,16164.25,16351.6,16120,16341.45,65011157,6528.98
19-JUL-2022,16248.05,16458.75,16246.1,16436.2,68685323,6670.8
20-JUL-2022,16593.25,16617.85,16487.9,16530.1,82696322,7710.52
21-JUL-2022,16531.05,16631.15,16466.35,16600.5,63173719,6134.03
22-JUL-2022,16663.45,16897.05,16643.35,16858.55,65582140,6727.28
25-JUL-2022,16855.8,16964.35,16738.25,16837.55,64246669,5916.75
26-JUL-2022,16850.4,16855.3,16697.85,16734.1,62326924,7332.43
27-JUL-2022,16717.7,16891.85,16661.55,16880.3,65675474,6744.06
28-JUL-2022,17022.5,17310.4,16998.25,17280,82487410,13121.28
29-JUL-2022,17470.75,17506.85,17290.4,17437.8,92241444,11782.4
01-AUG-2022,17512.55,17602.45,17414,17584.2,59683998,6734.22
02-AUG-2022,17518.5,17595.85,17385.95,17538.8,72637639,7614.37
03-AUG-2022,17513.2,17574.55,17375.55,17551.7,77084285,7517.6
04-AUG-2022,17613.15,17641.75,17245.75,17472.05,65592630,6540.56
05-AUG-2022,17515.7,17616.95,17466.2,17534.55,76774630,6964.69
08-AUG-2022,17519.8,17729.45,17440.65,17697.6,85915874,7655.44
10-AUG-2022,17741.15,17764.9,17643.85,17699.1,84324316,8766.62
11-AUG-2022,17898.7,17998.5,17858.3,17977.4,87478471,8825.42
12-AUG-2022,17993,18075.35,17918.95,18055.15,67853226,6090.5
16-AUG-2022,18152.35,18243.55,18122.6,18191.35,101480132,8791.93
17-AUG-2022,18230.15,18374.5,18144.25,18348.25,99471845,10229.58
18-AUG-2022,18287,18427.35,18272.95,18406.05,103022808,7969.5
19-AUG-2022,18425.05,18450.2,18064.7,18114.9,94215555,7692.01
22-AUG-2022,17997.05,18007.95,17749.8,17763.4,71655296,6564.08
23-AUG-2022,17626.85,17963.95,17621.35,17897.35,67392498,7172.48
24-AUG-2022,17815.8,18011.65,17814.05,17987,64436270,5992.92
25-AUG-2022,18053.85,18165.8,17862.35,17916.35,72545380,6686.07
26-AUG-2022,18010.15,18102.3,17879.05,17933.9,60832563,5229.9
29-AUG-2022,17533.25,17693.4,17481.05,17631.7,62241768,5519.07
30-AUG-2022,17734.55,18265.7,17724.9,18235.05,83997143,8673.49
01-SEP-2022,17913.95,18248.5,17912.75,18056,91604044,10276.48
02-SEP-2022,18108.2,18219.95,17996.45,18147.25,62943588,7204.24
05-SEP-2022,18159.2,18304.8,18154.45,18264.9,54943860,5553.03
06-SEP-2022,18301.35,18385.7,18162.75,18197.9,87733800,7188.12
07-SEP-2022,18052,18189.05,18043.25,18140.5,68105182,5602.95
08-SEP-2022,18274.4,18426.95,18249.75,18409.45,79056165,7002.49
09-SEP-2022,18537.25,18553.5,18353.75,18383.95,75311890,7106.19
12-SEP-2022,18427.4,18494.5,18360.15,18437.6,68710427,6575.43
13-SEP-2022,18571.05,18638.2,18544.6,18605.35,95000882,8930.56
14-SEP-2022,18333.4,18857.8,18333.4,18745.6,96153957,9468.05
15-SEP-2022,18800.75,18923.9,18609.95,18654.9,80494814,7437.62
16-SEP-2022,18545.8,18599.25,18271.15,18372.05,121471894,10297.21
19-SEP-2022,18348.6,18576,18274.3,18492.6,74046530,7093.52
20-SEP-2022,18656.9,18842.2,18614.5,18750.75,74116897,7380.4
21-SEP-2022,18664.7,18774.15,18518.75,18662.15,59292036,5611.97
22-SEP-2022,18504.95,18581.5,18274.95,18403.7,74478040,7207.49
23-SEP-2022,18300.2,18342.55,17882.8,17947.25,85830372,8134.12
26-SEP-2022,17723.2,17816.45,17511.15,17565.3,92113078,8168.93
27-SEP-2022,17636.95,17737.15,17361.35,17424.05,83609225,7271.02
28-SEP-2022,17301.05,17449.95,17155.35,17210.05,79590175,6598.5
29-SEP-2022,17345.1,17411.8,17080.7,17123,92735089,7658.07
30-SEP-2022,17095.15,17609.4,16983.75,17506.65,96362997,8322.88
03-OCT-2022,17438.35,17495.75,17232.3,17270.2,64412474,5341.65
04-OCT-2022,17564.1,17761.3,17525.65,17741.05,60623741,5489.95
06-OCT-2022,17830.45,17900.45,17730.75,17749.05,75266884,6868.39
07-OCT-2022,17663.55,17737.75,17579.1,17707,60211569,5460.81
10-OCT-2022,17488.55,17720.6,17409.8,17626.5,65824162,5295.47
11-OCT-2022,17591.5,17675.05,17414.95,17455.2,71446010,6278.44
12-OCT-2022,17472.65,17624.45,17421.65,17603.85,76603368,6392.77
13-OCT-2022,17520.05,17552.2,17316.7,17389.45,72474850,6121.11
14-OCT-2022,17726.15,17820.25,17646.15,17705.5,58473864,5687.25
17-OCT-2022,17680.75,17929.25,17624.85,17908.9,69896655,6214.24
18-OCT-2022,18038,18080.05,17961.05,18021.3,83109828,6956.82
19-OCT-2022,18163.25,18227.05,18030.5,18093.75,65166701,5943.65
20-OCT-2022,17980.95,18086.5,17912.25,18057.25,62842149,5738.36
21-OCT-2022,18154.85,18300.85,18115.05,18194.1,140255739,13204.84
24-OCT-2022,18442.5,18476.7,18393.95,18424.75,19131760,1673.37
25-OCT-2022,18504.05,18515.45,18245.1,18280.9,99399239,8439.51
27-OCT-2022,18441.4,18456.4,18281.05,18334.05,111572560,9294.78
28-OCT-2022,18313.65,18450.75,18218.6,18284.3,91063860,6677.78
31-OCT-2022,18416.65,18554.5,18385.15,18538.3,81849683,6324.38
01-NOV-2022,18641.95,18734.55,18558.2,18606.4,99685642,8813.87
02-NOV-2022,18670,18687.4,18542.15,18577.15,72198713,6137.22
03-NOV-2022,18439,18654.15,18434.15,18582.25,76309326,6133.68
04-NOV-2022,18568.7,18692.45,18515.25,18599.7,84215703,7205.34
07-NOV-2022,18751.55,18767.9,18580.75,18739.25,111871400,8504.63
09-NOV-2022,18804.1,18823.5,18646.1,18689.35,75208795,6764.65
10-NOV-2022,18566.6,18636.1,18493.25,18604.6,84569240,7237.07
11-NOV-2022,18853.9,19117.7,18795.95,19007.9,147854592,15038.24
14-NOV-2022,19028.9,19062,18920.25,18970.85,70471882,7049.62
15-NOV-2022,19032.75,19118.4,18946.45,19083.6,66888817,6170.78
16-NOV-2022,19054,19192.55,19013.7,19148.35,76258835,8100.18
17-NOV-2022,19079.1,19193.4,19043.8,19077,79062252,6332.12
18-NOV-2022,19112.45,19134.35,18971.1,19070.95,80892087,7178.12
21-NOV-2022,18993.9,19024.4,18902.6,18949.6,75322844,5852.76
22-NOV-2022,18987.7,19000.4,18940.2,18973.2,67867358,5449.65
23-NOV-2022,19069.9,19128.1,19019.75,19069.1,73694858,6412.34
24-NOV-2022,19124.7,19318.55,19096.8,19277,106680589,7094.9
25-NOV-2022,19324.9,19340.95,19165.25,19216.9,129153778,6889.75
28-NOV-2022,19096.45,19257.6,19091.95,19200.2,114682682,7406.81
29-NOV-2022,19176.45,19320,19176.45,19231.45,81503550,6448.58
30-NOV-2022,19266.7,19407.7,19197.55,19358.85,106069430,10387.86
01-DEC-2022,19480.65,19483.05,19307.1,19369.05,91489668,8424.38
02-DEC-2022,19232.3,19292.55,19193,19249.55,73029679,6732.95
05-DEC-2022,19300.4,19319.35,19165.15,19297.3,74458818,6347.12
06-DEC-2022,19174.3,19256.95,19174.3,19242.3,74981712,6969.08
07-DEC-2022,19247.2,19303.3,19139.45,19180.45,91999847,7411.24
08-DEC-2022,19185.15,19312.7,19156.55,19292.4,97290624,9515.86
09-DEC-2022,19362.4,19367.85,19200.2,19290.35,74559457,6613.27
12-DEC-2022,19191.55,19357.35,19148.7,19313.8,69363251,6772.03
13-DEC-2022,19346.25,19429.95,19336.45,19409.85,73101055,7078.03
14-DEC-2022,19465.9,19515.9,19433.6,19466,78419071,7034.51
15-DEC-2022,19421.15,19477.2,19171.1,19216,73209117,6403.3
16-DEC-2022,19106,19220.35,19030.75,19111.95,71109556,6575.33
19-DEC-2022,19153.5,19295.9,19100.2,19277.7,51545470,4726.26
20-DEC-2022,19149.5,19245.95,19068.15,19222.3,52977319,4778.55
21-DEC-2022,19283.4,19329,18839,18925.2,69343375,5920.89
22-DEC-2022,19026.15,19053.75,18787.15,18858.6,77355858,5911.29
23-DEC-2022,18675.7,18779.25,18571.95,18595.6,82058626,6417.74
26-DEC-2022,18610.7,19010.65,18559.2,18928.65,67621535,5237.24
27-DEC-2022,19002.05,19036.85,18838.3,19011.2,47466461,4022.99
28-DEC-2022,18956.3,19042.6,18940.55,18982.85,51997997,4844.03
29-DEC-2022,18903.15,19179.15,18796.95,19090.6,85393717,7580.58
30-DEC-2022,19161.95,19166.7,18922.3,18981.2,72550594,6186.43
