Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
27-MAR-2023,17659.8,17727.95,17555.5,17616.05,96909093,8743.31
28-MAR-2023,17668.45,17698.25,17589.15,17664.45,105233061,9540.2
29-MAR-2023,17702.95,17856.4,17693.95,17793.85,133155435,12039.79
31-MAR-2023,17924.15,18090.25,17903.7,18058.7,120364304,11077.21
03-APR-2023,18096.65,18185.15,18041.75,18164.75,110758378,10668.52
05-APR-2023,18221.25,18390.4,18197.6,18372.15,110738919,12034.34
06-APR-2023,18345.65,18510.55,18303.8,18462.15,182266896,14509.81
10-APR-2023,18487.4,18493.35,18348.2,18390.7,140426028,10725.29
11-APR-2023,18518.7,18606.9,18447.4,18588.55,165434728,15410.95
12-APR-2023,18618.45,18726.75,18587.05,18702.05,109199699,9673.07
13-APR-2023,18718.9,18878.3,18661.9,18854.3,147860699,13539.77
17-APR-2023,19103.5,19103.5,18665.05,18827.25,148552335,14167.82
18-APR-2023,18890,18896.4,18718.35,18764.6,134799583,11681.98
19-APR-2023,18783.35,18794.45,18704.2,18768.65,111351595,9889.93
20-APR-2023,18793.5,18851.35,18733.75,18790.3,103345873,9605.09
21-APR-2023,18786.35,18843.3,18671.55,18753.75,113545418,9380.85
24-APR-2023,18910.4,19006.35,18822.65,18992.95,145617822,12596.44
25-APR-2023,19010.5,19050.25,18934.3,18961.85,189721390,18349.4
26-APR-2023,18929.15,19024,18859.85,19003,123033712,11138.42
27-APR-2023,18976.7,19118.75,18970.7,19097.15,131719772,14470.47
28-APR-2023,19109.45,19189.05,18977.75,19162.55,148543583,12601.01
02-MAY-2023,19229.5,19265.2,19168.05,19208.05,136176344,11350.53
03-MAY-2023,19151.55,19200.45,19091.8,19182.25,99682700,8965.95
04-MAY-2023,19161.85,19501.2,19152.5,19479.35,132691423,13981.58
05-MAY-2023,19104.15,19306.75,18995.35,19023.85,154273444,15423.01
08-MAY-2023,19079.4,19353.4,19055.65,19303.95,101610789,11646.58
09-MAY-2023,19360.45,19424.9,19238.15,19274.7,120857032,13126.91
10-MAY-2023,19306,19356.15,19138.1,19337.15,118693400,11559.32
11-MAY-2023,19428.15,19517.65,19366.75,19401.5,108359684,10207.08
12-MAY-2023,19366.7,19556.35,19335.85,19507.15,103171119,8490.26
15-MAY-2023,19519.8,19631.85,19461.4,19583.2,85245969,7317.76
16-MAY-2023,19584.55,19584.55,19392.65,19439,139416863,11959.78
17-MAY-2023,19460.7,19461.3,19206.4,19301.35,113088675,10042.94
18-MAY-2023,19421.75,19485.55,19332.05,19363.75,150835398,13605.5
19-MAY-2023,19443.2,19446.1,19266.85,19420.2,115183041,10062.42
22-MAY-2023,19405.4,19448.85,19310.75,19386.2,98097016,8814.65
23-MAY-2023,19437.15,19465.35,19356.75,19397.8,95010640,9341.45
24-MAY-2023,19309.1,19433.25,19227.15,19243,87442719,9030.82
25-MAY-2023,19219.55,19255.9,19118.4,19239.3,98494015,9741.71
26-MAY-2023,19276.5,19391.45,19200.65,19370.5,75200503,8225.66
29-MAY-2023,19516.95,19614.1,19476.5,19532.7,105612318,9350.24
30-MAY-2023,19518.2,19636.9,19493.55,19606.05,120444322,11505.26
31-MAY-2023,19567.7,19572.55,19338.55,19445.75,272486839,37459.12
01-JUN-2023,19508.4,19509.1,19285.9,19322.7,112025515,12018.55
02-JUN-2023,19419.25,19435.35,19318.3,19368.2,95160396,8117.38
05-JUN-2023,19453.5,19512.6,19426.05,19438.5,95243957,8287.56
06-JUN-2023,19461.75,19516.75,19407.85,19479.65,102159902,9733.2
07-JUN-2023,19542.8,19556.05,19469.2,19538.1,92569431,8883.95
08-JUN-2023,19494.75,19623.05,19403.2,19436.35,119304143,10050.12
09-JUN-2023,19455.3,19505.95,19391.3,19411.8,243644178,12132.5
12-JUN-2023,19440.75,19481.7,19377.5,19399.75,107997621,6739.94
13-JUN-2023,19372.1,19497.65,19372.05,19469,120954618,11379.49
14-JUN-2023,19512.5,19528.75,19403.5,19418.3,96343431,8641.1
15-JUN-2023,19452.8,19457.6,19213.5,19228.65,114762359,10696.24
16-JUN-2023,19290.5,19519.8,19264.25,19456.9,109878968,11313.8
19-JUN-2023,19522.05,19533.05,19361.8,19425.9,122740275,11997.28
20-JUN-2023,19422.5,19525.95,19302.9,19502.9,131029318,11619.67
21-JUN-2023,19594.3,19660.1,19533,19635.95,136128844,11627.57
22-JUN-2023,19660.4,19741.8,19577.9,19594.35,137850019,14347.41
23-JUN-2023,19543.4,19624.65,19488.15,19515.05,85729950,8305.7
26-JUN-2023,19532.9,19554.75,19456.3,19521.75,79168475,7188.94
27-JUN-2023,19601,19809.15,19555.8,19788.5,137418626,12685.81
28-JUN-2023,19917.2,19954.9,19812.35,19895.15,186272496,16802.27
30-JUN-2023,20041.75,20077.8,19949.45,20057.7,119490853,13073.26
03-JUL-2023,20147.25,20398.75,20125,20253.75,100732619,11661.78
04-JUL-2023,20373.35,20577.25,20307.3,20413.4,133192373,16342.48
05-JUL-2023,20354.2,20395.75,20203.55,20246.2,102357916,11777.11
06-JUL-2023,20210.25,20314.4,20186.65,20270.15,106828193,12158.2
07-JUL-2023,20167.1,20246.4,20053.45,20086.9,76980771,7456.94
10-JUL-2023,20097.65,20175.2,20014.1,20057.3,103167258,11105.33
11-JUL-2023,20112.6,20201.95,19940.9,19969.35,141193991,14548.69
12-JUL-2023,20035.95,20091.3,19893.05,19924.1,164933512,24874.8
13-JUL-2023,20091.2,20159.1,19991.9,20021.5,126527381,11770.69
14-JUL-2023,20117.55,20140.25,19937.4,20050.5,89887679,8265.65
17-JUL-2023,20111.2,20339.5,19984.6,20301.25,102065902,10128.45
18-JUL-2023,20428.3,20476.25,20208.65,20262.55,164975361,17300.37
19-JUL-2023,20312.05,20388.45,20268.15,20377.3,101331563,9667.31
20-JUL-2023,20369.5,20613,20319.3,20584.35,143660340,15278.13
21-JUL-2023,20531.95,20653.45,20482.1,20534.3,103036054,10607.97
24-JUL-2023,20574.1,20611.35,20471.6,20502.75,157500081,12386.79
25-JUL-2023,20607.1,20608,20411.4,20530.1,146312283,14683.64
26-JUL-2023,20560.9,20627.3,20480.6,20540.8,88047044,9057.24
27-JUL-2023,20656.9,20666.6,20330.35,20381.1,218251854,17508.86
28-JUL-2023,20339.8,20407.8,20195.6,20298.05,139131001,10528.01
31-JUL-2023,20303.6,20363.2,20213.35,20342.05,113781997,9399.87
01-AUG-2023,20369.05,20382.2,20268.35,20327.25,128123849,9960.55
02-AUG-2023,20172.65,20245.4,19957.35,20066.95,133209792,10570.12
03-AUG-2023,20000.05,20088.45,19731.15,19832.45,167580993,15498.16
04-AUG-2023,19931.1,20043.5,19851.5,19988.55,175713790,14024.3
07-AUG-2023,20062.65,20077.35,19971.1,20022.6,166072771,11191.76
08-AUG-2023,20048.3,20120.9,20012.6,20087.45,202487322,14098.05
09-AUG-2023,20104.8,20104.8,19908.6,20044.4,115098717,9219.65
10-AUG-2023,20009.35,20066.4,19846.65,19890.9,145187115,13067.57
11-AUG-2023,19913.5,19915.7,19699.9,19718.65,156992856,10291.23
14-AUG-2023,19647.1,19705.3,19527.05,19652.5,126410686,10064.87
16-AUG-2023,19486.25,19610.9,19424.2,19586.1,100350481,8663.94
17-AUG-2023,19565.9,19622.7,19496.4,19548,167486481,13178.39
18-AUG-2023,19461.65,19528.85,19436.85,19481.25,109884544,8398.87
21-AUG-2023,19511.45,19622,19470.8,19571.5,94471007,7903.61
22-AUG-2023,19626.5,19657.6,19527.4,19551.75,123940356,10338.92
23-AUG-2023,19584.45,19744.1,19511.55,19731.95,108867308,9587.14
24-AUG-2023,19823.05,19927.05,19690.75,19717.85,133107667,12176.4
25-AUG-2023,19633.6,19705,19541.9,19651.55,102010107,8528.01
28-AUG-2023,19659.75,19797.45,19638.15,19759.65,94686340,7686.83
29-AUG-2023,19836.5,19843.65,19765.25,19799.95,112991379,9705.13
30-AUG-2023,19899.3,19914.4,19666.85,19701.35,100640974,8189.5
31-AUG-2023,19719.1,19745.8,19566.2,19597.65,505640465,30489.21
01-SEP-2023,19598.05,19806.75,19545.7,19764.35,151917081,10886.45
04-SEP-2023,19867.25,19871,19701,19787.6,111890896,7964.01
05-SEP-2023,19808.6,19817.05,19706.5,19754.75,148843492,11347.54
06-SEP-2023,19739.5,19811.05,19654,19759,153791186,13832.79
07-SEP-2023,19764.35,19977.35,19719.35,19960.7,119714290,9042.48
08-SEP-2023,19989.8,20221.35,19953.65,20138.1,235581466,12475
11-SEP-2023,20218.1,20329.3,20177.85,20305.3,131834527,9099.67
12-SEP-2023,20439.95,20440.05,20222.9,20303.85,183606001,12745.74
13-SEP-2023,20265.25,20430.15,20206.2,20386.75,154972208,12615.31
14-SEP-2023,20416.45,20468.05,20329.85,20408.2,109552282,8407.68
15-SEP-2023,20455.6,20573.25,20447.35,20531.35,192892298,22354.58
18-SEP-2023,20479.9,20509.6,20374.8,20408.25,131489892,10907.38
20-SEP-2023,20191.3,20267.65,20064.35,20104.5,179452099,18282.79
21-SEP-2023,20005.7,20032,19799.25,19814.95,162378845,13784.1
22-SEP-2023,19831.6,19931.95,19706.6,19732.95,140640538,11609.37
25-SEP-2023,19748.45,19913,19721.25,19842.6,96987116,10032.9
26-SEP-2023,19821.15,19852.85,19771.7,19797.85,92988053,8561.79
27-SEP-2023,19726,19799,19603.9,19772.55,153701210,10168.41
28-SEP-2023,19808.4,19828.45,19649.35,19675.55,166871418,15416.09
29-SEP-2023,19729.2,19880.6,19695.6,19811.1,113355793,8886.67
03-OCT-2023,19793.4,19795,19669.05,19733.7,132807698,11088.54
04-OCT-2023,19629.45,19655.15,19534.75,19578.05,152614602,14247.18
05-OCT-2023,19672.55,19762.75,19638.15,19678.6,108982774,9761.88
06-OCT-2023,19759.85,19856.75,19714.75,19818.2,84295901,8456.85
09-OCT-2023,19698.45,19716.5,19569.6,19594.65,77670635,6193.1
10-OCT-2023,19659.2,19879.25,19650.9,19834.85,111920856,9306.9
11-OCT-2023,19931.05,19985.15,19879.95,19929.75,104217576,8893.31
12-OCT-2023,19938.95,19972.7,19903.95,19945.7,78283726,6695.32
13-OCT-2023,19836.75,19937.4,19788.4,19827.35,97241450,9308.67
16-OCT-2023,19797.3,19863.95,19733,19814.5,74721049,5554.91
17-OCT-2023,19980.05,19981.85,19918.8,19943.2,81685552,7805.36
18-OCT-2023,19923.95,19926.95,19667.35,19687.2,84572938,8388.23
19-OCT-2023,19533.8,19737.15,19500.65,19610.15,82989128,7534.6
20-OCT-2023,19525.4,19664.3,19506.25,19606.25,72904349,6487.35
23-OCT-2023,19646.25,19665.7,19350.3,19404.8,102121207,8743.52
25-OCT-2023,19460.4,19486.85,19192.25,19224.1,94731483,8010.99
26-OCT-2023,19152.15,19161.4,18870.15,18922.7,152722250,13362.54
27-OCT-2023,19051.35,19154.2,19031.8,19129.15,90361084,8817.3
30-OCT-2023,19095.6,19269.5,18964.15,19241.4,73079748,6524.86
31-OCT-2023,19386.3,19386.7,19175.5,19204.6,107223270,9564.68
01-NOV-2023,19140.95,19196.55,19088,19144.6,97488728,7725.07
02-NOV-2023,19277.65,19399.65,19194.6,19271.95,160098948,10339.6
03-NOV-2023,19404.35,19433.9,19356.65,19367.4,88286949,7069.34
06-NOV-2023,19509.25,19548.2,19423.55,19537.55,97260920,7182.4
07-NOV-2023,19552.2,19586.7,19356.35,19560.6,117671463,10886.79
08-NOV-2023,19574.35,19577.4,19456.05,19510.9,86881301,8266.62
09-NOV-2023,19495.1,19566.9,19448.25,19491.95,118121192,7483.33
10-NOV-2023,19429.05,19608.2,19423.1,19571.05,79635167,5607.29
12-NOV-2023,19676.05,19677.7,19625.55,19657.25,17063464,1098.37
13-NOV-2023,19606,19615.7,19479.9,19542.15,137103696,8603.24
15-NOV-2023,19759.1,19775.65,19690.3,19722.85,130099427,11360.94
16-NOV-2023,19688.6,19842.55,19640,19732.25,102202918,11183.23
17-NOV-2023,19496.95,19647.95,19469.85,19554.3,145824717,12513.12
20-NOV-2023,19552.8,19592.5,19483.1,19518.6,98734028,8261.78
21-NOV-2023,19619,19635.4,19584.6,19612.1,125996775,9559.73
22-NOV-2023,19604.6,19615.7,19467.25,19566.3,101540292,8298.63
23-NOV-2023,19563.7,19642.4,19561.7,19587.25,78958580,4823.43
24-NOV-2023,19595.45,19665.4,19576.95,19652,68167657,5583.92
28-NOV-2023,19685.45,19739.4,19645.85,19702.65,93950918,8199.35
29-NOV-2023,19786.75,20022.55,19766.15,20000.35,102968950,9039.85
30-NOV-2023,20051.6,20099.3,19903.35,20054.65,219229083,19257.81
01-DEC-2023,20096.7,20255.3,20074.15,20211,166005324,11277.13
04-DEC-2023,20571.3,20884.3,20493.05,20862.9,194975033,16659.22
05-DEC-2023,21068.05,21161.8,20938.25,21055.8,193325178,17439.29
06-DEC-2023,21161.15,21161.15,20993.5,21026.75,134903166,11329.45
07-DEC-2023,20992.45,21075.25,20911.05,21023.45,140348143,8805.67
08-DEC-2023,21007.05,21237.2,21006.3,21213.85,143609766,11537.56
11-DEC-2023,21192.65,21321.5,21162.45,21214.7,90560838,8157.44
12-DEC-2023,21260.75,21277.75,21140.35,21173.25,113468567,10796.58
13-DEC-2023,21203.65,21208.7,21055.45,21171.2,171240103,12678.08
14-DEC-2023,21375.6,21562.2,21354.35,21461.25,142610898,13686.44
15-DEC-2023,21545.4,21570.95,21365.4,21529.75,202684149,22137.51
18-DEC-2023,21513.15,21535.45,21418.15,21444.9,98605439,8638.67
19-DEC-2023,21476.85,21491.05,21337.15,21434.45,97916403,9248.72
20-DEC-2023,21518.35,21552.35,21096.75,21201.25,145277116,12524.61
21-DEC-2023,21087.25,21359.25,20996.45,21326,138576133,11913.97
22-DEC-2023,21339.25,21413.5,21138.45,21197.15,130719262,12465.43
26-DEC-2023,21240.35,21303.6,21192.9,21261.65,106448184,8743.13
27-DEC-2023,21316,21491.7,21306.05,21465.7,96380591,9290.79
28-DEC-2023,21555.35,21627.35,21490.8,21534.1,159834257,14521.48
29-DEC-2023,21461.5,21523.9,21417.4,21487.45,157323828,9474.38
