Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
29-FEB-2024,20306.85,20495.4,20234.75,20407.9,154700730,16118.11
01-MAR-2024,20446.1,20863.65,20446.1,20842.7,96295847,9554.42
02-MAR-2024,20884.05,20906.5,20827.7,20848.25,14554274,635.87
04-MAR-2024,20852.15,20959.8,20807,20927.25,121313194,9183.89
05-MAR-2024,20846.5,20958.25,20814.5,20854.5,113369435,11382.42
06-MAR-2024,20815.65,21064.75,20802.7,20986.15,168998617,16182.24
07-MAR-2024,21017.95,21063.8,20947.85,21005.85,108013373,11345.41
11-MAR-2024,21001.4,21020.4,20833.25,20862.55,132580425,12771.65
12-MAR-2024,20867.95,21069.85,20647.85,20897.5,161838433,16269.72
13-MAR-2024,20928.4,20960.45,20696.75,20758.2,174507234,16479.17
14-MAR-2024,20725.3,20864.2,20590.5,20725.9,135307354,12969.47
15-MAR-2024,20617.65,20706.45,20530.35,20644.3,291039029,30364.4
18-MAR-2024,20572.95,20703.25,20413.15,20626.65,87705964,7851.98
19-MAR-2024,20552.5,20651.6,20541.3,20601.95,121379581,11384.07
20-MAR-2024,20591,20689.85,20362.8,20544.25,127574026,12315.55
21-MAR-2024,20692.45,20822.75,20656.85,20714.8,134066892,12347.31
22-MAR-2024,20693.75,20846.05,20667.35,20783.55,119873388,12281
26-MAR-2024,20629.6,20769.35,20629.25,20705.95,139093052,14368.33
27-MAR-2024,20737.25,20861.25,20737.25,20792.4,220854620,22196.49
28-MAR-2024,20809.4,21141.75,20809.35,20989.1,153855811,17190.08
01-APR-2024,21108.75,21237.5,21100.2,21198.4,86119486,8407.06
02-APR-2024,21157.25,21220.45,21118.65,21150.95,113350315,11963.16
03-APR-2024,21069.3,21261.25,21065.25,21197.25,127342126,13948.78
04-APR-2024,21390.1,21457.45,21220.5,21373.5,159333122,18409.17
05-APR-2024,21375.4,21579.65,21294.95,21556.65,112773634,12896.46
08-APR-2024,21613.3,21669.15,21552.95,21604.5,91793543,7853.58
09-APR-2024,21716.55,21758.35,21625.15,21682.2,89560025,8649.53
10-APR-2024,21748.5,21754.25,21670.7,21717.7,99017977,9456.03
12-APR-2024,21584.95,21665,21484.35,21521.8,111257558,11643.95
15-APR-2024,21292.65,21377.3,21130.35,21146,82364525,8220.8
16-APR-2024,20996.95,21145.95,20964.1,21099.25,93464685,9249.22
18-APR-2024,21142.75,21228.2,20862,20899.45,124406739,13017.83
19-APR-2024,20758.95,21211.1,20694.35,21173,110031923,11131.1
22-APR-2024,21409.1,21409.7,21194.45,21326.5,97586621,10770.46
23-APR-2024,21476,21477.25,21302.7,21334.2,87599377,9200.77
24-APR-2024,21391,21481.65,21361.3,21442.6,72621103,7474.77
25-APR-2024,21290.55,21612.9,21269.5,21545.35,233607357,28247.46
26-APR-2024,21552.55,21552.55,21304.55,21354.05,136003011,17639.52
29-APR-2024,21426.25,21832,21418.15,21811.2,168020929,17039.44
30-APR-2024,21827.5,22073.7,21779.2,21841.15,289538752,25969.13
02-MAY-2024,21785.45,21967.9,21773.85,21873.7,270067891,23569.19
03-MAY-2024,22009.3,22136.6,21707.45,21797.4,197946561,22105.79
06-MAY-2024,21857.75,21890.75,21707.05,21743.7,257357718,20387.95
07-MAY-2024,21783,21807.75,21509.4,21543.5,158638880,13767.82
08-MAY-2024,21457.3,21528.2,21396.4,21428.35,187880367,16425.23
09-MAY-2024,21376.05,21475.25,21072.6,21093.5,162857563,15201.31
10-MAY-2024,21120.35,21270.7,21017.65,21094.15,121976816,11555.32
13-MAY-2024,21062.7,21288.55,20934.4,21249.8,102336071,9297.27
14-MAY-2024,21247.5,21317.55,21184.95,21254.55,91068474,8559.57
15-MAY-2024,21281.1,21293.8,21125.15,21186,108042778,9827.19
16-MAY-2024,21308.05,21445.65,21093.85,21416.1,151231784,13871.4
17-MAY-2024,21354.45,21509.5,21320.1,21478.3,93247475,9396.57
18-MAY-2024,21511.4,21523.35,21469.5,21502.15,6903288,558.82
21-MAY-2024,21373.55,21495.8,21373.5,21438.2,101239336,10581.98
22-MAY-2024,21463.7,21463.7,21198.8,21326.7,103901451,10789.92
23-MAY-2024,21370.1,21759.2,21352.95,21731.65,109728637,11526.4
24-MAY-2024,21686,21890.65,21673.1,21852.3,116486159,10392.66
27-MAY-2024,21913,22143.45,21868.7,21965.6,132866154,12080.5
28-MAY-2024,22011.35,22056.1,21917.05,21982.15,108122639,10328.31
29-MAY-2024,21829.1,21914.4,21593,21620.45,125126987,12156.18
30-MAY-2024,21530.4,21740.45,21529.6,21597.3,117694716,11868.41
31-MAY-2024,21696.35,21786.8,21565.75,21718.3,209187341,22413.56
03-JUN-2024,22600.4,22660.05,22259.4,22596.4,279851394,27932.04
04-JUN-2024,22475.45,22475.45,20457.9,20819.5,533342145,44340.46
05-JUN-2024,21048.9,21785.3,20666.95,21682.6,354209074,30149.74
06-JUN-2024,21850.9,22034.9,21710.4,21894.9,232840524,20001.04
07-JUN-2024,21937.85,22224.95,21814.45,22165.8,161272357,15725.79
10-JUN-2024,22182.55,22326.55,22085.65,22154.85,128209142,11737.76
11-JUN-2024,22140.05,22220.7,22038.3,22125.45,124736273,11780.44
12-JUN-2024,22190.9,22376.75,22135.5,22232.4,133152387,13498.88
13-JUN-2024,22355.95,22386.8,22273.9,22296.7,138538632,13230.32
14-JUN-2024,22364.7,22446.9,22250.05,22411.95,105312753,11251.35
18-JUN-2024,22486.1,22633.85,22355.25,22585.35,124341419,12726.68
19-JUN-2024,22657.55,23154.25,22586.5,22943.95,187803652,21784.71
20-JUN-2024,23065.45,23068.75,22818.25,23035.3,135011650,13938.45
21-JUN-2024,23110.25,23110.4,22814.2,22991.55,219855277,25996.65
24-JUN-2024,22833.8,23098.1,22811.05,23071.25,96848880,9993.75
25-JUN-2024,23101.3,23577.5,23098.05,23510.65,174120414,21129.97
26-JUN-2024,23518.85,23638.8,23402.1,23592.7,127655159,15376.76
27-JUN-2024,23638.2,23763.2,23504.45,23624.85,170379665,19966.34
28-JUN-2024,23644.2,23711.05,23379.55,23420.3,103603521,11278.76
01-JUL-2024,23418.5,23660.25,23361.1,23631.05,109055762,9853.78
02-JUL-2024,23732.55,23749.25,23395.95,23500.85,166945274,17131.86
03-JUL-2024,23847.2,23991.45,23692.75,23923.75,210868742,24748.64
04-JUL-2024,24044.25,24046.6,23808.95,23879.7,124550624,13939.21
05-JUL-2024,23640.4,23719.4,23496.85,23641.75,128000634,15409.29
08-JUL-2024,23615.6,23680.25,23476.8,23586.75,115497027,11433.71
09-JUL-2024,23566.25,23685.8,23523.6,23662.6,110864622,12615.29
10-JUL-2024,23647.5,23649.85,23478,23599.1,155084308,16065.15
11-JUL-2024,23652.4,23684.5,23388.25,23599.45,100720634,11907.12
12-JUL-2024,23606.95,23819.9,23553,23604.4,108592558,13302.32
15-JUL-2024,23627.75,23775.25,23556.2,23691.85,118157015,13775.54
16-JUL-2024,23696,23760.2,23628.85,23648.35,93851788,10814.75
18-JUL-2024,23559.15,23838.5,23523.75,23783.5,116649242,13349.78
19-JUL-2024,23737.7,23762.05,23566.05,23596.35,84947458,9381.62
22-JUL-2024,23543.2,23719.05,23450.8,23626.8,108611285,13250.74
23-JUL-2024,23710.3,23725,23111.05,23304.1,163609626,18344.48
24-JUL-2024,23224.1,23388.35,22969.2,23165.1,155344006,18821.55
25-JUL-2024,22921.6,23064.2,22866.15,23049.5,121565597,13887.36
26-JUL-2024,22941.15,23358.95,22934,23316.7,139849572,16856.98
29-JUL-2024,23371,23668.55,23222.15,23315.3,177625379,19810.48
30-JUL-2024,23298.9,23583.85,23208.35,23338,149157007,17602.71
31-JUL-2024,23364.95,23463.7,23348.15,23412.2,114041281,13576.48
01-AUG-2024,23462.8,23550.65,23387.65,23435.85,90766611,10145.34
02-AUG-2024,23254.2,23476.85,23238.25,23365.9,105305862,11714.66
05-AUG-2024,22984.5,23086.15,22598,22762.7,166509679,16252.31
06-AUG-2024,22917.85,23078.9,22497.8,22520.1,136892303,13719.21
07-AUG-2024,22782.7,22857.95,22622.05,22804.75,128520725,12607.85
08-AUG-2024,22762.95,22988.85,22679.6,22838.4,99420874,10362.97
09-AUG-2024,23044.25,23088.55,22945.6,22983.3,80889702,8742.02
12-AUG-2024,22966.6,23158.4,22830.8,23028.55,91781370,10670.44
13-AUG-2024,22919.5,22989.15,22574.5,22596.8,112243085,13069.96
14-AUG-2024,22636.4,22663.4,22518.85,22591.7,77412287,8986.88
16-AUG-2024,22774.4,22997.1,22617.95,22976.2,82361443,9111.4
19-AUG-2024,23062.4,23065.9,22872,22922.7,64235371,7358.16
20-AUG-2024,22943.8,23247.2,22926.8,23178.15,105824387,11974.22
21-AUG-2024,23123,23170.4,23014.05,23143.65,110951037,13417.84
22-AUG-2024,23230.85,23283.85,23163.45,23247.15,64157378,7866.9
23-AUG-2024,23275.15,23305.5,23199.95,23232.15,56505533,6611.57
26-AUG-2024,23324.05,23437.45,23286.5,23386.2,67679896,7972.33
27-AUG-2024,23402.9,23603.15,23280.4,23578.8,134512539,15438.66
28-AUG-2024,23557.6,23571.2,23481.25,23521.5,86538258,9484.3
29-AUG-2024,23519.5,23675.55,23484.85,23581.7,127466668,15597.79
30-AUG-2024,23712.85,23718.2,23593.85,23637.9,321707917,48829.4
02-SEP-2024,23756.7,23766.4,23663.15,23727.55,91218136,11946.24
03-SEP-2024,23764.9,23950.95,23595.05,23922.2,121780967,15020.67
04-SEP-2024,23772.1,23847.7,23742.4,23834.05,81548941,9580.52
05-SEP-2024,23886,23921.6,23829.5,23859.5,80269626,8877.65
06-SEP-2024,23750.8,23855.2,23473,23529.75,145448339,14360.6
09-SEP-2024,23524.05,23735.25,23441.55,23722.15,115810933,11896.11
10-SEP-2024,23806.95,23807.4,23559.2,23649.4,107000775,12159.03
11-SEP-2024,23625.7,23725.35,23542.4,23582.5,92497878,9702.66
12-SEP-2024,23712.2,23990.25,23578.45,23945.6,110716176,13032.11
13-SEP-2024,24021.25,24021.25,23855.8,23979.55,89232373,10730.61
16-SEP-2024,24034.35,24081.1,23932.7,23989.85,74798263,9644.32
17-SEP-2024,24022.5,24049.7,23939.75,23991.55,93127400,10611.1
18-SEP-2024,24006.25,24412.6,23998.25,24326.9,121896458,15091.81
19-SEP-2024,24399.55,24584.45,24333.25,24403.65,124885348,12976.91
20-SEP-2024,24488.1,24905.35,24407.7,24789.2,222403201,28593.93
23-SEP-2024,24857.95,24994.25,24790.9,24953.1,84338706,9747.51
24-SEP-2024,24959.65,25038.2,24849.35,24883.65,95629728,12032.88
25-SEP-2024,24814.95,25007.8,24813.55,24987.75,86641857,10448.46
26-SEP-2024,24965.45,25201.95,24945.9,25155.45,111201746,12242.85
27-SEP-2024,25127.05,25127.05,24873.2,24907.95,128626962,15337.54
30-SEP-2024,24799.25,24851.25,24459.5,24480.3,102202043,10772.16
01-OCT-2024,24410.5,24609.1,24410.5,24477.45,95489163,10431.22
03-OCT-2024,24215.25,24326.25,23819.8,23881.55,140588740,15554.27
04-OCT-2024,23795.3,24035.75,23560,23621.8,119949985,14310.18
07-OCT-2024,23641.4,23744.85,23120.5,23221.1,193257578,20314.84
08-OCT-2024,23311.7,23511.05,23213.55,23452.85,116263195,11655.88
09-OCT-2024,23518.15,23824.35,23467.55,23546,165527213,13405.41
10-OCT-2024,23631.25,23821.15,23572.05,23764.65,70856385,8597.14
11-OCT-2024,23740.95,23762.6,23527,23612.55,63649742,8070.13
14-OCT-2024,23654.15,23888.55,23630.75,23857.55,65049513,8251.88
15-OCT-2024,23948.05,23954.5,23808.65,23863.45,74864909,10406.53
16-OCT-2024,23805.35,23983.75,23805.3,23882.35,63875340,9343.87
17-OCT-2024,23904.35,23924.5,23531.35,23583.75,77545489,9186.7
18-OCT-2024,23550.8,23987.5,23428.9,23938.1,85970527,11111.36
21-OCT-2024,24096.8,24213.8,23899.1,23954.7,88679280,13849.44
22-OCT-2024,24000.4,24124.75,23662.85,23700.35,112487989,15025.57
23-OCT-2024,23597.25,23903.55,23597.05,23752,92753852,12834.3
24-OCT-2024,23771.45,23965.75,23731.05,23854.15,73698372,9780.61
25-OCT-2024,23910.3,23990.3,23551.05,23732.7,90781661,11415
28-OCT-2024,23887.7,24033.55,23826.25,23861.85,108471510,13163.43
29-OCT-2024,23877.95,24379.95,23799.8,24357.8,138055947,16615.06
30-OCT-2024,24208.5,24308.9,23994.55,24037.4,99743211,12286.5
31-OCT-2024,23966.85,24058.05,23804.8,23886.55,89087572,11193.92
01-NOV-2024,23920.95,24019.45,23878.15,23947.6,7264539,813.71
04-NOV-2024,23997.9,23997.95,23606.9,23660.25,84073127,10354.62
05-NOV-2024,23579.1,24174,23419.8,24128.9,124281812,15332.02
06-NOV-2024,24218.35,24257.05,24097.95,24181.2,80546005,10142.95
07-NOV-2024,24134,24194.6,23871.85,23966.6,66710438,8073.59
08-NOV-2024,23948.5,24037.05,23801.55,23834.55,77579598,8730.94
11-NOV-2024,23828.7,24145.25,23727.85,23959.95,94778370,9483.56
12-NOV-2024,24050.7,24091.8,23486.25,23563.65,85259942,10570.7
13-NOV-2024,23516.2,23632.35,23053.55,23138.4,91525788,10874.82
14-NOV-2024,23100.15,23365.1,23089.55,23200.3,68543036,8145.98
18-NOV-2024,23270.25,23347.9,23194.6,23257.7,70932283,8779.45
19-NOV-2024,23361.6,23466.15,23289.85,23403.05,124416813,14636.79
21-NOV-2024,23416.2,23426.2,23094.85,23273.45,138011438,13470.14
22-NOV-2024,23324.7,23673.5,23319.3,23623.75,111714158,12117.57
25-NOV-2024,24037.65,24135.8,23931.95,24058.7,336338536,51488.21
26-NOV-2024,24229.75,24229.95,23954,24046.8,67940493,8827.01
27-NOV-2024,24040.95,24201.65,24012.5,24171.55,76665263,10047.47
28-NOV-2024,24211.9,24378.05,23854.7,23919.6,120709004,15117.46
29-NOV-2024,23968.15,24035.45,23853.5,24010.15,84903919,10613.17
02-DEC-2024,24033.4,24101.15,23854.8,24072.65,63009101,8094.85
03-DEC-2024,24199.5,24347.8,24138.75,24296.55,98619016,13146.99
04-DEC-2024,24339.2,24615.6,24314.1,24562.6,106197367,13604.38
05-DEC-2024,24596.95,24874.85,24336,24731.25,99477261,13732.94
06-DEC-2024,24731.85,24830.85,24562.9,24703.7,80107905,9627.66
09-DEC-2024,24648.2,24856.75,24626.4,24722.6,69842679,9159.59
10-DEC-2024,24754.45,24838.45,24681.4,24802.95,64355690,8181.2
11-DEC-2024,24756.1,24865.7,24696.65,24803.05,58256534,8440.17
12-DEC-2024,24717.55,24858.2,24695.8,24726.95,57643930,7937.15
13-DEC-2024,24688.35,24911.15,24276.7,24880.4,70501417,9628.01
16-DEC-2024,24846.9,24931.7,24755.35,24857,46248151,6364.75
17-DEC-2024,24776.35,24821.1,24449.55,24498.9,69025226,9113.05
18-DEC-2024,24441.9,24512.9,24140.45,24198.35,65605927,8390.1
19-DEC-2024,23874.6,23977.45,23794.1,23906.6,75989117,9810.97
20-DEC-2024,23834.45,23958.15,23525.75,23591.7,155836007,20244.99
23-DEC-2024,23713.8,23889.15,23703.2,23785.55,46762353,5790.44
24-DEC-2024,23794.45,23833.75,23680.2,23737.6,47834329,5890.32
26-DEC-2024,23809.1,23949.5,23623.9,23743.8,48739919,5425.61
27-DEC-2024,23799,23929.3,23757.85,23788,39884579,4677.83
30-DEC-2024,23757.1,24047.35,23497.2,23565.3,135866999,12836.08
31-DEC-2024,23462.95,23564.7,23440.45,23512.8,57397124,7139.35
